task_index,company_id,company_name,normalized_domain,company_type,crypto_project_likelihood,project_search_required,project_search_reason,project_name,project_url,status,completed_at,token_results,token_decision_reason,has_token_evidence,evidence_urls,evidence_source_types,confidence,needs_manual_review
13102,597067-30,Anomaly (Software Development Applications),anomalygames.ai,gaming_or_nft,high,yes,AI gaming platform with node-sale/TGE and $NOM token signal; full mapping required.,"[""Anomaly""]","[""https://www.anomalygames.ai/""]",completed,,"[{""token_symbol"":""NOM"",""token_name"":""NOM Token"",""token_url"":""https://blockleaders.io/introducing-anomaly-ai-powered-layer-3-for-gaming-powered-by-arbitrum-orbit-built-on-gelato-raas/"",""reason"":""Reliable launch coverage and Anomaly official materials identify Anomaly as the original organization launching the Anomaly Layer-3 blockchain ecosystem; the launch coverage states the chain will feature native gas token $NOM."",""evidence_urls"":[""https://blockleaders.io/introducing-anomaly-ai-powered-layer-3-for-gaming-powered-by-arbitrum-orbit-built-on-gelato-raas/"",""https://www.anomalygames.ai/media-kit""],""evidence_source_types"":[""secondary_source"",""official_site""]}]",Anomaly satisfies the rule for NOM because the evidence frames Anomaly as the original organization behind the Anomaly Layer-3 chain rather than merely an ordinary dApp participant.,Official Anomaly docs show the node sale/TGE and secondary coverage identifies the native $NOM token.,https://www.anomalygames.ai/|https://kol.anomalygames.ai/|https://www.anomalygames.ai/media-kit|https://gam3s.gg/news/anomaly-passport-nfts-token/,official_site|official_site|official_site|secondary_source,medium,no
13105,597132-46,ZKM,zkm.io,protocol_or_network,high,yes,Zero-knowledge interoperability protocol with native ZKM token signal; full mapping required.,"[""ZKM""]","[""https://www.zkm.io/""]",completed,,"[{""token_symbol"":""ZKM"",""token_name"":""ZKM Token"",""token_url"":""https://www.zkmnetwork.net/"",""reason"":""Official ZKM materials identify ZKM as the creator/builder of Ziren and the Entangled Rollup/Universal Settlement Network, and official ZKM blog materials discuss token supply for the network model, supporting an original protocol-organization role."",""evidence_urls"":[""https://www.zkm.io/"",""https://www.zkm.io/faq"",""https://www.zkm.io/blog/how-can-a-general-purpose-zkvm-achieve-network-effects""],""evidence_source_types"":[""official_site"",""official_docs"",""official_blog""]}]",ZKM satisfies the rule because the company/project is the original organization behind the ZKM/Ziren protocol stack and Entangled Rollup network tied to the mapped ZKM token ecosystem.,Official ZKM materials describe utility token $ZKM and the network tokenomics.,https://www.zkm.io/|https://www.zkmnetwork.net/|https://www.zkm.io/faq,official_site|official_site|official_docs,medium,no
13113,597206-98,Owlto,owlto.finance,protocol_or_network,high,yes,full company/project/token mapping resolved Owlto Finance and its native $OWL token,"[""Owlto Finance""]","[""https://owlto.finance/"",""https://docs.owlto.finance/""]",completed,2026-04-30T05:49:58Z,"[{""token_symbol"":""OWL"",""token_name"":""OWL"",""token_url"":""https://docs.owlto.finance/owl/tokenomics"",""reason"":""Official Owlto docs identify OWL as Owlto Finance's native token, and the tokenomics page reserves team tokens for builders who architected and launched Owlto's core products and cross-chain infrastructure, supporting an original founding role."",""evidence_urls"":[""https://docs.owlto.finance/"",""https://docs.owlto.finance/owl/tokenomics""],""evidence_source_types"":[""official_docs"",""official_docs""]}]",Official Owlto documentation supports OWL as the native token of the Owlto protocol and describes the original builders/team allocation as tied to architecting and launching the core infrastructure.,Official Owlto docs explicitly introduce $OWL as the native token.,https://owlto.finance/|https://docs.owlto.finance/owl/tokenomics,official_site|official_docs,high,no
13117,126109-09,Storj,storj.io,infrastructure_or_data,high,yes,full mapping resolved Storj Labs and the native STORJ token,"[""Storj""]","[""https://www.storj.io/""]",completed,2026-04-30T05:49:58Z,"[{""token_symbol"":""STORJ"",""token_name"":""STORJ"",""token_url"":""https://support.storj.io/hc/en-us/articles/360026611072-What-is-the-STORJ-token"",""reason"":""Storj sources map the company/project to the original decentralized storage network and official token materials identify STORJ as the token used in the Storj distributed cloud ecosystem, supporting the rule founding-organization inclusion."",""evidence_urls"":[""https://www.storj.io/company/about"",""https://www.storjtoken.com/"",""https://www.blockchain.com/explorer/assets/storj""],""evidence_source_types"":[""official_site"",""official_site"",""token_data""]}]",Storj qualifies under the rule because the company/project is the original organization behind the Storj decentralized storage network and STORJ is the network token.,Storj support docs explicitly state STORJ is the utility token used on the network.,https://www.storj.io/|https://support.storj.io/hc/en-us/articles/360026611072-What-is-the-STORJ-token,official_site|official_docs,high,no
13120,126127-90,Chainlink Labs,chainlinklabs.com,infrastructure_or_data,high,yes,full mapping resolved Chainlink Labs to Chainlink and LINK,"[""Chainlink""]","[""https://chain.link/"",""https://docs.chain.link/""]",completed,2026-04-30T05:49:58Z,"[{""token_symbol"":""LINK"",""token_name"":""LINK"",""token_url"":""https://docs.chain.link/getting-started/conceptual-overview"",""reason"":""Reliable project history maps Chainlink Labs, formerly SmartContract, to creation of the Chainlink protocol, and official Chainlink docs identify LINK as the token used by the Chainlink Network."",""evidence_urls"":[""https://messari.io/project/chainlink/profile"",""https://chain.link/block-stories"",""https://docs.chain.link/getting-started/conceptual-overview""],""evidence_source_types"":[""secondary_source"",""official_site"",""official_docs""]}]","Chainlink Labs qualifies under the rule as the original organization associated with creation of Chainlink, with LINK confirmed by official Chainlink documentation.",Official Chainlink docs and blog identify LINK as the network token.,https://chain.link/|https://docs.chain.link/|https://blog.chain.link/chainlink-reserve-strategic-link-reserve/,official_site|official_docs,high,no
13148,221506-75,Evan.Network,evan.network,protocol_or_network,high,yes,Official docs identify the EVE utility token for evan.network.,"[""evan.network""]","[""https://evannetwork.github.io/""]",completed,,"[{""token_symbol"":""EVE"",""token_name"":""EVE"",""token_url"":""https://evannetwork.github.io/docs/how_it_works/blockchain.html"",""reason"":""evan.network docs identify EVE as the built-in utility token for the evan.network blockchain, and reliable acquisition/investor coverage identifies evan GmbH as the startup/company behind evan.network and its original technology stack."",""evidence_urls"":[""https://evannetwork.github.io/docs/how_it_works/blockchain.html"",""https://evannetwork.github.io/docs/whats_evan/network.html"",""https://www.bm-t.de/en/2021/successful-exit-bm-t-sells-its-shares-in-evan-gmbh-to-the-us-technology-company-blockchains-inc/""],""evidence_source_types"":[""official_docs"",""official_docs"",""secondary_source""]}]",evan.network qualifies under the rule because EVE is the network token and available sources identify evan GmbH/Evan.Network as the original company/startup behind the evan.network blockchain ecosystem.,Official docs identify EVE as the built-in utility token for evan.network fees.,https://evannetwork.github.io/docs/how_it_works/blockchain.html|https://evannetwork.github.io/docs/whats_evan/network.html,official_docs|official_docs,high,no
13149,596892-43,Newfoundation,new.foundation,protocol_or_network,high,yes,Official site/docs identify Newcoin and NCO token mechanics.,"[""Newcoin""]","[""https://newcoin.org/""]",completed,,"[{""token_symbol"":""NCO"",""token_name"":""Newcoin"",""token_url"":""https://www.newcoin.org/overview"",""reason"":""Newcoin official/developer materials identify NCO token mechanics and state that Newcoin is powered by Newfoundation; Newfoundation materials identify it as a core developer of the Newcoin Protocol."",""evidence_urls"":[""https://www.newcoin.org/overview"",""https://developer.newcoin.org/docs/intro/"",""https://ch.linkedin.com/company/newcoin-foundation""],""evidence_source_types"":[""official_docs"",""official_docs"",""company_profile""]}]",Newfoundation qualifies under the rule because official/developer materials tie Newcoin and NCO to Newfoundation as the organization powering/core-developing the Newcoin protocol ecosystem.,Official site/docs identify Newcoin tokens and NCO staking/rewards.,https://newcoin.org/|https://www.newcoin.org/overview|https://developer.newcoin.org/docs/intro/,official_site|official_docs|official_docs,high,no
13173,596905-66,BitBay,bitbay.market,protocol_or_network,high,yes,Official site and CMC identify BAY as BitBay's native currency for the decentralized marketplace.,"[""BitBay""]","[""https://bitbay.market/""]",completed,2026-04-30T05:37:41Z,"[{""token_symbol"":""BAY"",""token_name"":""BitBay"",""token_url"":""https://coinmarketcap.com/currencies/bitbay/"",""reason"":""BitBay is the original project ecosystem behind BAY; official BitBay materials identify BAY as the ecosystem currency and describe the original founder/developer lineage of the project."",""evidence_urls"":[""https://bitbay.market/"",""https://bitbay.market/blog/bitbay-interview-exclusive-qa-lead-bay-developer-david-zimbeck/index.html""],""evidence_source_types"":[""official_site"",""official_blog""]}]",BitBay qualifies under the rule because official BitBay materials support BitBay as the original project ecosystem behind BAY and describe its original founder/developer lineage.,Official site and CMC identify BAY as the native currency of the BitBay decentralized marketplace.,https://bitbay.market/|https://coinmarketcap.com/currencies/bitbay/,official_site|coinmarketcap,high,no
13178,503110-27,PlayZap Games,playzap.games,gaming_or_nft,high,yes,Official token page and whitepaper identify $PZP as the PlayZap ecosystem token.,"[""PlayZap""]","[""https://www.playzap.games/""]",completed,2026-04-30T05:37:41Z,"[{""token_symbol"":""PZP"",""token_name"":""PlayZap"",""token_url"":""https://www.playzap.games/token"",""reason"":""PlayZap Games is the original company/team building the PlayZap Web3 gaming ecosystem, and official token materials identify PZP as the backbone/native utility token of that ecosystem."",""evidence_urls"":[""https://www.playzap.games/company"",""https://www.playzap.games/token"",""https://whitepaper.playzap.games/wp/usdpzp-token/what-is-usdpzp-token""],""evidence_source_types"":[""official_site"",""official_site"",""official_docs""]}]",PlayZap Games qualifies under the rule because official company and token materials show it as the original organization/team building the PlayZap ecosystem with PZP as its native token.,Official token page and whitepaper identify $PZP as the native utility token of PlayZap.,https://www.playzap.games/token|https://whitepaper.playzap.games/wp/usdpzp-token/what-is-usdpzp-token|https://www.playzap.games/,official_site|official_docs|official_site,high,no
13179,503382-25,Few and Far,fewandfar.xyz,gaming_or_nft,high,yes,Official token page and CMC identify FAR as the native fungible token of the Few and Far ecosystem.,"[""Few and Far Protocol""]","[""https://fewandfar.xyz/token/""]",completed,2026-04-30T05:37:41Z,"[{""token_symbol"":""FAR"",""token_name"":""Few and Far Protocol"",""token_url"":""https://fewandfar.xyz/token/"",""reason"":""Official Few and Far token materials say Few and Far established the company and hired engineers to develop the FAR Token and marketplace smart contracts, making it the original organization behind FAR."",""evidence_urls"":[""https://fewandfar.xyz/token/""],""evidence_source_types"":[""official_site""]}]",Few and Far qualifies under the rule because its official token page states the company was established and immediately developed the FAR Token and marketplace smart contracts.,Official token page and CMC identify FAR as the native fungible token of the Few and Far ecosystem.,https://fewandfar.xyz/token/|https://coinmarketcap.com/currencies/few-and-far/,official_site|coinmarketcap,high,no
13180,503393-95,GARD Protocol,algogard.com,protocol_or_network,high,yes,"Official GARD docs list native GARD, GARDIAN, and GAIN tokens; ALGO/gALGO are collateral, not company-owned tokens.","[""GARD Protocol""]","[""https://www.algogard.com/""]",completed,2026-04-30T05:37:41Z,"[{""token_symbol"":""GARD"",""token_name"":""GARD"",""token_url"":""https://docs.algogard.com/support/gard-protocol-tokens"",""reason"":""Official GARD materials identify GARD as native to the GARD Protocol and state that GARD created the first decentralized dollar for the Algorand DeFi ecosystem."",""evidence_urls"":[""https://www.algogard.com/"",""https://docs.algogard.com/support/gard-protocol-tokens"",""https://docs.algogard.com/support/definitions""],""evidence_source_types"":[""official_site"",""official_docs"",""official_docs""]},{""token_symbol"":""GARDIAN"",""token_name"":""GARDIAN"",""token_url"":""https://docs.algogard.com/support/gard-protocol-tokens"",""reason"":""Official GARD docs identify GARDIAN as a native GARD Protocol loyalty/ownership token distributed by the protocol from day one, within the protocol originally created by GARD."",""evidence_urls"":[""https://www.algogard.com/"",""https://docs.algogard.com/support/gard-protocol-tokens"",""https://docs.algogard.com/support/definitions""],""evidence_source_types"":[""official_site"",""official_docs"",""official_docs""]},{""token_symbol"":""GAIN"",""token_name"":""GAIN"",""token_url"":""https://docs.algogard.com/support/gard-protocol-tokens"",""reason"":""Official GARD docs identify GAIN as the governance token of the GARD Protocol, within the protocol originally created by GARD."",""evidence_urls"":[""https://www.algogard.com/"",""https://docs.algogard.com/support/gard-protocol-tokens"",""https://docs.algogard.com/support/definitions""],""evidence_source_types"":[""official_site"",""official_docs"",""official_docs""]}]","GARD Protocol qualifies under the rule for its native GARD, GARDIAN, and GAIN tokens because official materials identify these as protocol-native tokens and identify GARD as creator/operator of the protocol.","Official GARD docs list native GARD, GARDIAN, and GAIN tokens; ALGO/gALGO are collateral, not company-owned tokens.",https://www.algogard.com/|https://docs.algogard.com/support/gard-protocol-tokens|https://docs.algogard.com/support/definitions,official_site|official_docs|official_docs,high,no
