task_index,company_id,company_name,normalized_domain,company_type,crypto_project_likelihood,project_search_required,project_search_reason,project_name,project_url,status,completed_at,token_symbol,token_decision_reason,has_token_evidence,evidence_urls,evidence_source_types,confidence,needs_manual_review,token_results
9795,518842-72,String ( IT Consulting and Outsourcing),string3.org,protocol_or_network,high,yes,Blockchain network with token-supply language and a name that conflicts with the IT consulting label; full search required to resolve the lineage and ticker.,"[""String""]","[""https://www.string3.org""]",completed,2026-04-29T19:30:07Z,[],"The String row has unresolved identity and ticker evidence: official pages show network/token-supply language but no supported fungible ticker, and the unrelated STRNG token was excluded; the rule therefore remains unresolved.","Official site shows blockchain/network language and token-supply references, but no supported fungible ticker was resolved; unrelated STRNG token was excluded.",https://www.string3.org/home|https://www.string3.org/investors|https://www.string.cash/,official_site|official_site|secondary_source,low,yes,[]
9810,234924-13,Hydro (Financial Software),hydro.online,protocol_or_network,high,yes,Blockchain monetization platform with Gather-to-Hydro migration material; full search is required to resolve the current token ticker.,"[""Hydro"",""Gather""]","[""https://www.hydro.online""]",completed,2026-04-29T19:30:07Z,[],"Hydro/Gather lineage shows publisher-monetization and migration signals, but accessible sources did not stably support the mapped HYDRO token as a the rule-qualifying founding protocol token; public HYDRO token pages also point to other Hydro projects, so the rule remains unresolved.","Migration materials show Gather ($GTH) holders converting to Hydro tokens, and CoinMarketCap lists HYDRO as the current token.",https://www.hydro.online/blog/the-migration-process-how-to-convert-your-gather-tokens-for-hydro|https://coinmarketcap.com/currencies/hydro/|https://coinmarketcap.com/currencies/gather/,official_site|coinmarketcap|coinmarketcap,high,yes,[]
9926,234012-88,Unchainet,unchainet.com,infrastructure_or_data,high,yes,full search found legacy UNET token sale for Unchainet,"[""Unchainet""]","[""https://www.unchainet.com/""]",completed,2026-04-29T19:26:27Z,[],"Legacy secondary ICO pages describe the Unchainet network and UNET token, but official or source-stable evidence that the company is an officially recognized founding organization remains unresolved.","ICO/token pages identify Unchainet's UNET token, but evidence is legacy and secondary-heavy",https://www.unchainet.com/|https://coincodex.com/ico/unchainet/|https://icomarks.ai/ico/unet,official_site|secondary_source|secondary_source,medium,yes,[]
9929,517663-45,Edurity,edurity.pl,media_or_education,unclear,yes,full search found current education site but no supported fungible token; lineage unresolved,[],[],completed,2026-04-29T19:27:11Z,[],"No supported fungible token is mapped for current Edurity; because the Yoniee/Edurity lineage remains unresolved, the rule exclusion should be manually reviewed.",Current edurity.pl site is an education platform; no supported fungible token found for the Yoniee/Edurity lineage,https://edurity.pl/,official_site,low,yes,[]
9939,517785-31,Acxyn,acxyn.xyz,gaming_or_nft,high,yes,Gaming IP tokenization platform with former-name continuity and token language; full mapping required.,"[""Acxyn""]","[""https://acxyn.xyz/""]",completed,2026-04-30T05:16:18Z,[],"the rule inclusion remains unresolved: Acxyn token evidence is partly secondary/unofficial genesis material, and primary evidence that Acxyn is an officially recognized founding organization of a blockchain/protocol ecosystem for ACX or XYN was not found.","Official company materials show tokenization context, while secondary genesis docs identify ACX and XYN; token mapping needs manual review.",https://www.acxyn.xyz/|https://sg.linkedin.com/company/acxyn|https://acxyn.gitbook.io/|https://hackmd.io/%40freedumbs00/SyJRyzLJh|https://hackmd.io/%40freedumbs00/r1XViCI32,official_site|secondary_source|official_docs|secondary_source|secondary_source,low,yes,[]
9954,328259-89,Baichanghui,baichanghui.com,dapp_or_product,high,yes,"Baichanghui is the predecessor of Tripio; secondary token pages and exchange notices identify TRIO as Tripio's token, but current web results conflict with a different AI travel-planner brand.","[""Tripio""]","[""http://trip.io/""]",completed,2026-04-30T05:12:38Z,[],"the rule inclusion remains unresolved: Tripio sources show Tripio was founded in late 2017 and the team previously worked on Baichanghui.com, but evidence that Baichanghui itself was officially recognized as the founding entity or original organization for TRIO was not found.","Secondary sources and delisting notices identify TRIO as Tripio's token, while Baichanghui is the project's predecessor/rebrand lineage.",https://www.odaily.news/en/post/5133202|https://support.bitfinex.com/hc/en-us/articles/360025986574-Tripio-Delisted|https://coinmarketcap.com/currencies/tripio/,secondary_source|secondary_source|coinmarketcap,low,yes,[]
9983,234608-14,Parcels Network,parcelsnetwork.com,protocol_or_network,high,yes,"Secondary slide deck explicitly names the Parcels Common Unit Exchange Token (PCX) for the REDS Protocol, but the linkage remains secondary-only.","[""Parcels Network""]","[""https://parcelsnetwork.com/""]",completed,,[],Only secondary slide-deck evidence links PCX to Parcels/REDS; no reliable official source verifies Parcels Network as a founding entity of a blockchain/protocol ecosystem for the rule.,Secondary slide deck explicitly names the Parcels Common Unit Exchange Token (PCX) for the REDS Protocol.,https://www.slideshare.net/slideshow/parcels-network/113953847|https://www.parcels.network/,secondary_source|secondary_source,medium,yes,[]
9988,518059-81,Meta Block,meta-block.tech,protocol_or_network,high,yes,Web3/public-chain protocol with unstable source context and unresolved token mapping; full search needed.,[],[],completed,,[],"Search found unstable and conflicting Meta Block/Meta Blocks sources, with no verified token plus founding-organization evidence for the specific meta-block.tech company identity.","Public-chain protocol references were found, but no stable company-owned fungible token ticker could be verified from the available sources.",https://meta-block.tech/|https://coindiscovery.app/coin/meta-block/overview|https://metablocks.world/tokenomics/,official_site|secondary_source|secondary_source,low,yes,[]
10059,893619-46,Cipherium,,unclear,unclear,yes,"Best-effort search found no supported fungible token ticker, and public results for Cipherium are ambiguous or refer to conflicting entities.","[""Cipherium""]",[],completed,2026-04-29T20:28:02Z,[],"the rule remains unresolved: public results for Cipherium are ambiguous and conflict with similarly named crypto entities, so no stable company-token founding mapping could be verified.",Public search results were ambiguous and did not resolve a stable project identity or any supported fungible token ticker.,https://www.thecompanycheck.com/company/cipherium-private-limited/U62010AP2025PTC119472|https://inc42.com/company/cipherium/|https://cipheriumsentra.com/,secondary_source|secondary_source|secondary_source,low,yes,[]
10065,517273-03,PlotPeer,plotpeer.com,dapp_or_product,high,yes,"Official site confirms a tokenized real-estate platform with tokenomics, staking, and TGE language, but I could not verify a public fungible token ticker from the available pages.","[""PlotPeer""]","[""https://www.plotpeer.com""]",completed,2026-04-29T20:28:02Z,[],"the rule remains unresolved: PlotPeer official pages reference PlotPeer tokens, tokenomics, and staking, but no supported public token ticker or issued fungible-token mapping was verified.","Official site and press coverage confirm PlotPeer has tokenomics, staking, and TGE language, but I could not verify a public fungible token ticker.",https://www.plotpeer.com/|https://shuftipro.com/press-release/shufti-pro-to-verify-the-investors-of-blockchain-based-real-estate-company-plotpeer/,official_site|secondary_source,low,yes,[]
10122,232194-70,Data (Business/Productivity Software),data.eco,infrastructure_or_data,high,yes,Secondary token and company-profile sources support DTA but the official site was unavailable.,"[""Data""]","[""https://data.eco/""]",completed,2026-04-29T19:45:15Z,"[""DTA""]","DATA/DTA has founding-organization evidence via Blockchain Data Foundation, but the company/foundation mapping is secondary-only and remains unresolved.","Secondary token and company-profile sources support DTA; official site was unavailable, so mapping remains secondary-only.",https://etherscan.io/token/0x69b148395ce0015c13e36bffbad63f49ef874e03|https://www.cbinsights.com/company/data,token_page|company_profile,low,yes,"[{""token_symbol"":""DTA"",""token_name"":""Data"",""token_url"":""https://etherscan.io/token/0x69b148395ce0015c13e36bffbad63f49ef874e03"",""reason"":""Secondary token/profile sources describe DATA/DTA as a protocol initiated by Blockchain Data Foundation and official DATA posts show mainnet launch; exact company/foundation identity remains unresolved."",""evidence_urls"":[""https://etherscan.io/token/0x69b148395ce0015c13e36bffbad63f49ef874e03"",""https://www.coindesk.com/price/dta"",""https://blockchaindata.medium.com/data-bi-weekly-report-12-25-1-8-2fc123f2483a""],""evidence_source_types"":[""token_page"",""secondary_profile"",""official_blog""]}]"
10132,232320-34,Soma Protocol,soma.co,protocol_or_network,medium,yes,Official site and secondary sources conflict on whether SOMA has a token.,[],[],completed,2026-04-29T19:45:15Z,"[""SCT""]","Legacy sources support Soma as original issuer/operator of SCT, but official-site and secondary-profile conflicts leave the rule status unresolved.","Official site and Messari say no native token, while legacy SCT pages conflict.",https://www.soma.co/|https://messari.io/project/soma-protocol|https://coinmarketcap.com/currencies/soma/,official_site|secondary_profile|token_page,low,yes,"[{""token_symbol"":""SCT"",""token_name"":""Soma Community Token"",""token_url"":""https://coinmarketcap.com/currencies/soma/"",""reason"":""Legacy soma.co-sourced coverage describes Soma launching the Soma Community Token crowdsale for its decentralized marketplace, but current source conflict remains unresolved."",""evidence_urls"":[""https://www.newswire.com/news/soma-to-improve-the-ethereum-based-c2c-market-with-its-revolutionary-19845624"",""https://coinmarketcap.com/currencies/soma/""],""evidence_source_types"":[""secondary_press_release"",""token_page""]}]"
