task_index,company_id,company_name,normalized_domain,company_type,crypto_project_likelihood,search_tier,project_search_required,risk_flags,classifier_reason
6869,720768-52,Dango,dango.zone,protocol_or_network,high,full,yes,"[""protocol_keyword""]","DeFi-native Layer-1 blockchain / trading protocol with conflicting secondary token pages, so full project/token search is required to resolve the lineage."
6870,59342-68,Sol Strategies,solstrategies.io,investment_or_holdings,high,full,yes,"[""alias_or_former_name"",""token_keyword""]",Public Solana investment company with former-name continuity and official STKESOL launch/support docs; full project/token search is required.
6871,908987-14,Wetubes Images & Co.,wetubes.net,traditional_business,low,light,yes,"[""thin_source_context""]",Blockchain traceability platform with no token signal; exact-domain probe warranted.
6872,437588-02,AgAu.io,agau.io,protocol_or_network,high,full,yes,"[""token_keyword"",""protocol_keyword""]",Tokenized precious-metal money protocol with active gold and silver tokens.
6873,59438-71,Strategic Global Investments,strategicglobalinvestments.net,traditional_business,low,light,yes,"[""alias_or_former_name"",""token_keyword"",""thin_source_context""]",Real-estate developer with legacy crypto/ICO keyword traces; exact-domain probe needed.
6874,153352-63,ArrowLabs,arrowlabs.com,protocol_or_network,high,full,yes,"[""token_keyword"",""protocol_keyword""]",Official site says L15 stablecoin project; full search needed to verify any supported ticker.
6875,437248-09,Emirex,emirex.com,exchange_or_broker,high,full,yes,"[""token_keyword""]",Exchange with a native utility token; full search to confirm EMRX mapping.
6876,437621-32,HypeX (Social/Platform Software),hypex.hyprr.com,dapp_or_product,high,full,yes,"[""alias_or_former_name"",""token_keyword"",""brand_project_mismatch""]",Rebranded social platform with tokenized ecosystem; full search needed.
6877,437499-73,Resolve Disputes Online,resolvedisputes.online,service_provider,none,skip_candidate,no,[],ADR software with no owned crypto project signal.
6878,153818-83,Civic Technologies,civic.com,security_or_compliance,high,full,yes,"[""token_keyword""]",Identity-management product with long-running CVC token lineage; full search required.
6879,342000-19,Mimirium,mimirium.io,infrastructure_or_data,medium,light,yes,"[""thin_source_context""]",Privacy/data network with crypto-reward language; light token check only.
6880,342022-96,Binfinity,binfinity.io,exchange_or_broker,high,full,yes,"[""token_keyword"",""thin_source_context""]",Digital asset exchange with a native BFC token; full search needed.
6881,342030-25,Trillion Trust,trilliontrust.com,infrastructure_or_data,low,light,yes,"[""thin_source_context""]",Blockchain services and smart-contract infrastructure with no owned token signal; light check only.
6882,342067-96,Jiukuan Technology,9broad.com,infrastructure_or_data,low,light,yes,"[""thin_source_context""]",Blockchain service platform and supply-chain finance tooling; light token probe only.
6883,437618-80,Kupo Group,kupogroup.com,infrastructure_or_data,low,light,yes,"[""thin_source_context""]",Enterprise blockchain and traceability platform; light token probe only.
6884,342097-93,EventChain,eventchain.io,dapp_or_product,medium,full,yes,"[""token_keyword"",""thin_source_context""]",Blockchain ticketing platform with crypto payments; full search needed.
6885,720774-19,Spectre.Finance,spectre.finance,protocol_or_network,high,full,yes,"[""protocol_keyword"",""token_keyword""]",DeFi derivatives protocol with rewards and liquidity language; full token sweep required.
6886,342133-03,Edufied,edufied.network,security_or_compliance,none,skip_candidate,no,[],Education credential verification platform with no owned crypto project signal.
6887,625955-32,RFX (Financial Software),rfx.exchange,protocol_or_network,high,full,yes,"[""protocol_keyword"",""token_keyword""]",Decentralized derivatives protocol; full token sweep required.
6888,342149-05,Beiwei 31 Degree,bw31d.cn,media_or_education,none,skip_candidate,no,[],Blockchain media outlet with no owned crypto project signal.
6889,436356-19,Digifox,digifox.finance,dapp_or_product,low,light,yes,"[""thin_source_context""]",Crypto-focused financial app; bounded token probe only.
6890,436391-38,Flash Payments,flash-payments.com,service_provider,none,skip_candidate,no,[],Cross-border payments provider with RippleNet integration but no owned crypto project signal.
6891,436423-42,Backers (US),backers.solutions,gaming_or_nft,none,skip_candidate,no,[],Esports event platform with crypto payments but no owned token signal.
6892,436434-13,Coinmetro,coinmetro.com,exchange_or_broker,high,full,yes,"[""token_keyword""]",Exchange with an explicit XCM utility token; full search needed.
6893,436463-02,AKRU,akru.co,investment_or_holdings,high,full,yes,"[""alias_or_former_name"",""token_keyword"",""multiple_project_signal""]",Tokenized real-estate platform alias Tokenism; full search needed for token family.
6894,436466-44,6block,6block.com,mining_or_validator,none,skip_candidate,no,[],Mining hardware and software vendor with no owned token project signal.
6895,436495-87,Artcryption,artcryption.com,security_or_compliance,none,skip_candidate,no,[],Rights-management platform with no owned token project signal.
6896,436574-35,LingShu Net,lingshu.net,infrastructure_or_data,low,light,yes,"[""thin_source_context""]",Industrial blockchain infrastructure with enough context for a light token probe.
6897,436599-73,Certifaction,certifaction.com,security_or_compliance,none,skip_candidate,no,[],Privacy-first e-signing platform with no owned token project signal.
6898,436618-63,BTC123,btc123.com,media_or_education,none,skip_candidate,no,[],Blockchain media outlet with no owned token project signal.
6899,436628-98,Common Computer,comcom.ai,infrastructure_or_data,low,light,yes,"[""thin_source_context""]",Blockchain cloud backend infrastructure with a light token probe.
6900,436639-42,TON Labs,tonlabs.io,protocol_or_network,high,full,yes,"[""alias_or_former_name"",""token_keyword"",""protocol_keyword"",""brand_project_mismatch""]",Free TON / TON Crystal lineage requires full token resolution.
6901,436674-97,SING,singmarket.com,dapp_or_product,medium,light,yes,"[""thin_source_context""]","Blockchain marketplace/product for musicians and photographers; no explicit token signal, but exact-domain token check warranted."
6902,436681-63,Pangean Global Services,pangeanglobal.com,dapp_or_product,low,light,yes,"[""thin_source_context""]","Web3 products and blockchain platform for chit-fund operations; no explicit token signal, but a bounded token check is warranted."
6903,436730-59,Natix Network,natix.network,protocol_or_network,high,full,yes,"[""protocol_keyword""]",DePIN network / geospatial intelligence protocol with a clearly documented native token.
6904,436782-61,GenFi (Hong Kong),genfi.io,infrastructure_or_data,medium,light,yes,"[""brand_project_mismatch"",""live_site_conflict"",""thin_source_context""]","Blockchain/DeFi platform, but current site branding conflicts with the input identity."
6905,58406-86,CardLab,cardlab.com,security_or_compliance,low,light,yes,"[""thin_source_context""]","Security/authentication vendor; crypto-wallet wording appears incidental, but a bounded token check is warranted."
6906,436862-44,Octo (Entertainment Software),octo-gaming.com,gaming_or_nft,high,full,yes,"[""alias_or_former_name"",""nft_or_gaming""]",Play-and-earn gaming app; renamed from BetOnYou and now has a token/reward ecosystem.
6907,436869-01,Coinmiles,coinmiles.io,dapp_or_product,low,light,yes,"[""thin_source_context""]",Bitcoin rewards app with no explicit own-token signal; a bounded token probe is warranted.
6908,436869-82,Elixir Games,elixir.games,gaming_or_nft,high,full,yes,"[""nft_or_gaming"",""token_keyword""]",Web3 gaming platform with an active native token.
6909,436920-58,Ping'an Huixin,pinganhuixin.com,traditional_business,none,skip_candidate,no,[],AI investment app; blockchain is incidental and not a project signal.
6910,58479-67,Buttercoin,buttercoin.com,exchange_or_broker,low,light,yes,"[""thin_source_context""]",Dead bitcoin exchange / trading engine with no token signal; a bounded token check is warranted.
6911,58479-85,Solai Technology,solai.com,mining_or_validator,high,full,yes,"[""alias_or_former_name"",""token_keyword""]",Crypto infrastructure company with former-name continuity and a newly launched stablecoin.
6912,530720-47,Exchange Art,exchange.art,gaming_or_nft,high,full,yes,"[""nft_or_gaming"",""token_keyword""]",NFT art marketplace with a native ART token signal.
6913,530721-46,Patex,patex.io,exchange_or_broker,high,full,yes,"[""token_keyword"",""protocol_keyword""]",Crypto exchange ecosystem with an explicitly documented native PATEX token.
6914,530727-67,Defi-Able,defi-able.com,security_or_compliance,low,light,yes,"[""thin_source_context""]",NFT/security analytics tool with no owned token signal; a bounded token check is warranted.
6915,530763-58,Giza (Other Financial Services),gizatech.xyz,dapp_or_product,high,full,yes,"[""token_keyword"",""protocol_keyword""]",Onchain capital agent platform with an official GIZA token repository.
6916,530766-10,Peko Protocol,pekoprotocol.xyz,protocol_or_network,high,full,yes,"[""protocol_keyword"",""token_keyword""]",Non-custodial lending protocol with a directly documented PEKO token.
6917,530783-74,Basement,basement.dev,infrastructure_or_data,low,light,yes,"[""protocol_keyword"",""thin_source_context""]",Web3 data/API layer; token probe warranted but no token signal.
6918,530787-16,KTX Finance,ktx.finance,exchange_or_broker,high,full,yes,"[""protocol_keyword"",""token_keyword""]",Decentralized derivatives exchange with a documented KTC token.
6919,530861-77,Artela,artela.network,protocol_or_network,high,full,yes,"[""protocol_keyword"",""token_keyword""]",Layer 1 blockchain/network with official ART tokenomics and governance docs.
6920,530873-02,WineFi,winefi.co,traditional_business,none,skip_candidate,no,[],"Fine-wine investment firm; crypto is only a payment option, not a project signal."
6921,530897-50,BOBG,bobg.xyz,service_provider,none,skip_candidate,no,[],Crypto services/consulting provider without an owned project or token.
6922,530910-10,Aark,aark.digital,exchange_or_broker,high,full,yes,"[""protocol_keyword"",""token_keyword""]",Perpetual DEX with a documented AARK token.
6923,531016-21,Zuoanxinhui,zaxh.cn,traditional_business,none,skip_candidate,no,[],Ag-tech/IoT business with incidental blockchain matching only.
6924,531024-85,Rune,rune.energy,mining_or_validator,low,light,yes,"[""alias_or_former_name"",""thin_source_context""]","Clean-energy compute/mining infrastructure with a former-name change, but no token signal."
6925,531042-76,MyIDFi,myidfi.com,dapp_or_product,medium,light,yes,"[""token_keyword""]","Blockchain mortgage marketplace with tokenized identity assets, but no fungible token signal yet."
6926,531085-87,Ethena (Financial Software),ethena.fi,protocol_or_network,high,full,yes,"[""protocol_keyword"",""token_keyword""]",Synthetic dollar protocol with multiple official fungible tokens in the ecosystem.
