task_index,investor_id,investor_name,normalized_domain,primary_investor_type,investor_archetype,crypto_native_likelihood,operating_capability_likelihood,search_tier,capability_search_required,risk_flags,classifier_reason
5639,494116-84,Cryowar,cryowar.com,VC-Backed Company,operating_company_disguised_as_investor,high,medium,full,yes,"[""gamefi_defi_boundary""]","Official Solana NFT game site explicitly references DeFi and staking integrated with gameplay, requiring full DeFi review."
5640,509274-73,Cryp2Gem Ventures,,Corporation,crypto_native_vc,high,low,full,yes,"[""portfolio_exposure_only""]",Crypto research/investor community with DeFi portfolio exposure and trading-community language; full search found no self-operated capability evidence.
5641,509042-44,Cryptan Labs,cryptanlabs.com,Accelerator/Incubator,accelerator_or_incubator,high,low,light,yes,"[""crypto_accelerator_no_operating_capability_evidence""]","Local row and current public profile identify Cryptan Labs as a Web3/AI/blockchain incubator and accelerator; no direct current signal for trading, execution, DeFi operation, or parent fund structure."
5642,267075-28,Cryptium Labs,cryptium.ch,Corporation,operating_company_disguised_as_investor,high,low,light,yes,"[""historical_validator_services""]","Exact-name search shows Cryptium Labs was a crypto staking/validator research company, but public evidence says validator services ceased in March 2021 and were acquired by Chorus One; no current six-capability signal remains."
5643,226986-13,Crypto,crypto.ch,Corporation,operating_company_disguised_as_investor,none,none,light,yes,"[""non_crypto_encryption_company"",""inactive_domain""]","Exact-domain and entity probes identify Crypto International AG as an encryption/cybersecurity company, not a cryptocurrency, trading, fund, or DeFi operator."
5644,458245-90,Crypto Capital,ccapital.capital,Venture Capital,crypto_native_vc,high,low,light,yes,"[""crypto_vc_only_no_operating_capability_evidence""]",Local and public database/news probes describe a blockchain/digital-asset venture investor or token fund; no current direct trading/execution/DeFi/sub-fund capability surfaced.
5645,226664-74,Crypto Capital Group,,Corporation,unclear,low,low,light,yes,"[""ambiguous_identity"",""no_official_domain""]","No official domain or reliable current entity profile was found; exact-name probes show weak or stale social/media references only, with no direct capability evidence."
5646,481407-40,Crypto Cobain,,Angel (individual),angel_or_individual,high,low,light,yes,"[""individual_no_inherited_capabilities""]",Exact-name probes identify Crypto Cobain/Cobie as a crypto investor and media personality; individual association does not support operating capabilities.
5647,484609-96,Crypto Daily,cryptodaily.io,Corporation,operating_company_disguised_as_investor,high,low,light,yes,"[""crypto_media_no_operating_capability_evidence""]","Exact-domain and former-name probes describe Crypto Daily/BSCDaily as a crypto and blockchain news/media site, not a trading or DeFi operator."
5648,468933-94,Crypto Dog,,Corporation,angel_or_individual,high,low,light,yes,"[""row_type_identity_mismatch_individual_profile"",""individual_no_inherited_capabilities""]",Exact-name probes identify The Crypto Dog as an individual crypto investor/commentator rather than a corporation with direct operating capabilities.
5649,471731-59,Crypto FOMO,,Corporation,unclear,low,low,light,yes,"[""ambiguous_identity"",""no_official_domain""]",Exact-name probes mostly returned generic crypto-FOMO concepts or unrelated apps; no reliable matching current entity or capability evidence was found.
5650,470114-29,Crypto Geek,cryptogeek.info,Venture Capital,crypto_native_vc,high,low,light,yes,"[""crypto_reviews_or_forum_no_operating_capability_evidence""]","Exact-domain probes show Cryptogeek.info is a crypto company review/news/tutorial site, while a similarly named venture profile is a cryptofund backed by Crypto Geek; no six-capability evidence surfaced."
5651,518800-24,Crypto Holic,,Venture Capital,crypto_native_vc,high,low,light,yes,"[""crypto_vc_only_no_operating_capability_evidence"",""no_official_domain""]",Current database probes describe Crypto Holic as an early-stage cryptocurrency seed investor/asset manager; no current operating capability evidence was found.
5652,624247-75,Crypto House Capital,cryptohouse.capital,Venture Capital,crypto_native_vc,high,low,light,yes,"[""crypto_vc_only_no_operating_capability_evidence""]","Official site describes Crypto House Capital as an early-stage VC investing in PropTech, Metaverse and Web3; no trading/execution/DeFi/sub-fund capability signal."
5653,496717-12,Crypto Innovations,,Corporation,operating_company_disguised_as_investor,high,medium,full,yes,"[""historical_cashaa_license_relationship"",""current_entity_attribution_unclear""]","Crypto Innovations UAB was tied to Cashaa as a licensed entity in 2022, but current Cashaa legal pages identify a Costa Rica operating entity; current attribution to this row remains unclear."
5654,656228-71,Crypto Labs,,Venture Capital,crypto_native_vc,medium,low,light,yes,"[""crypto_vc_only_no_operating_capability_evidence"",""sparse_public_evidence""]",Local row identifies a UK crypto-named VC; broad exact-name probes did not surface current direct operating capability evidence.
5655,432569-17,Crypto Lotus,cryptolotus.com,Hedge Fund,hedge_fund_or_quant,high,medium,full,yes,"[""private_fund_structure_supported_by_regulatory_filing""]","SEC adviser records and Form ADV identify Crypto Lotus LLC as an investment adviser reporting private fund vehicles, supporting sub_fund but not direct trading/execution capability labels."
5656,465701-86,Crypto planet,,Corporation,unclear,low,low,light,yes,"[""ambiguous_identity"",""no_official_domain""]","Exact-name probes returned generic/community profiles and warnings for similarly named sites, with no reliable row-level operating capability evidence."
5657,494768-62,Crypto Round Table,,Venture Capital,crypto_native_vc,medium,low,light,yes,"[""current_vc_arm_status_unclear"",""community_or_education_profile""]","Current public site describes a trader/investor education community; third-party sources mention a historical CRT Capital venture arm, but current parent/fund structure is not source-backed enough for yes."
5658,494447-59,Crypto Society,crypto-society.com,Venture Capital,crypto_native_vc,high,medium,full,yes,"[""official_venture_arm_signal""]","Official website describes Crypto Society as a crypto community that has extended into VC and invested in 100+ projects, supporting a dedicated investment-arm/sub-fund-like structure but no trading/DeFi operations."
5659,233415-91,Crypto Weekly,cryptoweek.ly,Corporation,operating_company_disguised_as_investor,medium,low,light,yes,"[""crypto_media_no_operating_capability_evidence"",""sparse_public_evidence""]",Local row describes a cryptocurrency newspaper/media company; public exact-domain evidence is sparse and no operating capability signal was found.
5660,516833-74,Cryptoast,cryptoast.fr,Corporation,operating_company_disguised_as_investor,high,low,light,yes,"[""crypto_media_no_operating_capability_evidence""]","Official Cryptoast sources describe a French crypto media/education outlet, not a self-operated trading or DeFi service."
5661,510101-92,cryptocalibur,,Venture Capital,crypto_native_vc,medium,low,light,yes,"[""crypto_vc_only_no_operating_capability_evidence"",""sparse_public_evidence""]",Local row identifies a Rotterdam crypto-named VC; exact-name probes did not reveal current direct operating capability evidence.
5662,497235-79,CryptoDaku,,Venture Capital,crypto_native_vc,medium,low,light,yes,"[""crypto_vc_only_no_operating_capability_evidence"",""no_official_domain""]",Trusted profiles describe CryptoDaku as a crypto venture investor; no current operating capability evidence was found.
5663,512797-96,CryptoDreamFund,,Corporation,crypto_native_vc,medium,low,light,yes,"[""crypto_investor_reference_only"",""no_official_domain""]","Project fundraising references list CryptoDreamFund as an investor, but no official current entity or operating capability evidence surfaced."
5664,466701-94,Cryptodromfund,,Venture Capital,crypto_native_vc,medium,low,light,yes,"[""crypto_investor_reference_only"",""no_official_domain""]","Fundraising references list Cryptodromfund/CryptoDromFund as a crypto investor, but no current direct operating capability evidence surfaced."
5665,590309-56,CryptoJack,marketspotter.io,Corporation,operating_company_disguised_as_investor,high,medium,full,yes,"[""trading_tool_not_execution_or_algorithmic_service""]","Exact-domain probes tie CryptoJack to Market Spotter, a provider of trading indicators and market-analysis tools; indicators do not equal execution or algorithmic trading services."
5666,496341-73,CryptoLark,,Angel (individual),angel_or_individual,high,low,light,yes,"[""individual_no_inherited_capabilities""]",CryptoLark appears as an individual angel/influencer investor in crypto project rounds; individual investment exposure does not support operating capabilities.
5667,467041-33,cryptomeriacapital,,Venture Capital,crypto_native_vc,high,low,light,yes,"[""crypto_vc_only_no_operating_capability_evidence""]",Exact-name probes identify Cryptomeria Capital as an early-stage Web3/decentralized technology VC; no direct operating capability evidence surfaced.
5668,231097-24,CryptoNord,cryptonord.com,Investment Bank,operating_company_disguised_as_investor,high,medium,full,yes,"[""crypto_financial_advisory_no_execution_evidence""]","Current Swedish company profiles describe Cryptonord AB as active in crypto/blockchain advice and investment-related activity, but not as an execution, OTC, market-making, algorithmic, DeFi, or fund-platform operator."
